series_id,series_key,entity_id,obs_date,freq,value,unit,definition_version,basis,basis_note,source_url,source_doc,vintage
1,economic_hedge_ratio,fubon_life,2024-10-01,Q,0.746,ratio,deck_disclosed,IFRS4,"the deck's own wedge 外匯交換、無本金遠期外匯、外幣保單 — derivatives plus FX-policy backing as a share of FX assets; the wedge names its contents, so the base is stated, not inferred (decisions 4.2)",https://www.irpro.co/2881/events/493/CH/20250317140157-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2024-12-31
1,economic_hedge_ratio,fubon_life,2025-01-01,Q,0.71,ratio,deck_disclosed,IFRS4,"the deck's own wedge 外匯交換、無本金遠期外匯、外幣保單 — derivatives plus FX-policy backing as a share of FX assets; the wedge names its contents, so the base is stated, not inferred (decisions 4.2)",https://www.irpro.co/2881/events/505/CH/20250605122509-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-03-31
1,economic_hedge_ratio,fubon_life,2025-04-01,Q,0.789,ratio,deck_disclosed,IFRS4,"the deck's own wedge 外匯交換、無本金遠期外匯、外幣保單 — derivatives plus FX-policy backing as a share of FX assets; the wedge names its contents, so the base is stated, not inferred (decisions 4.2)",https://www.irpro.co/2881/events/521/CH/20250825140247-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-06-30
1,economic_hedge_ratio,fubon_life,2025-07-01,Q,0.618,ratio,deck_disclosed,IFRS4,"the deck's own wedge 外匯交換、無本金遠期外匯、外幣保單 — derivatives plus FX-policy backing as a share of FX assets; the wedge names its contents, so the base is stated, not inferred (decisions 4.2)",https://www.irpro.co/2881/events/538/EN/20251124140129-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-09-30
1,economic_hedge_ratio,fubon_life,2025-10-01,Q,0.577,ratio,deck_disclosed,IFRS4,"the deck's own wedge 外匯交換、無本金遠期外匯、外幣保單 — derivatives plus FX-policy backing as a share of FX assets; the wedge names its contents, so the base is stated, not inferred (decisions 4.2)",https://www.irpro.co/2881/events/553/CH/20260316141621-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-12-31
2,net_open_fx_share,fubon_life,2014-04-01,Q,0.234,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/128/CH/1H2014_Fubon presentation_CH_4NNDNF6rN2nh.pdf,"富邦金控 results deck, Fubon Life hedging page",2014-06-30
2,net_open_fx_share,fubon_life,2014-07-01,Q,0.242,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/136/CH/3Q14_presentation_chi_dPrjTnKDfyNF.pdf,"富邦金控 results deck, Fubon Life hedging page",2014-09-30
2,net_open_fx_share,fubon_life,2014-10-01,Q,0.237,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/144/CH/Presentation - 4Q14 - Chi_Lcp3JQEbaJc2.pdf,"富邦金控 results deck, Fubon Life hedging page",2014-12-31
2,net_open_fx_share,fubon_life,2015-04-01,Q,0.245,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/152/CH/Presentation - 1H15 - Chi_hAcJfLBtJkCM.pdf,"富邦金控 results deck, Fubon Life hedging page",2015-06-30
2,net_open_fx_share,fubon_life,2015-07-01,Q,0.248,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/165/CH/Presentation- 3Q15- Chi_unqBqLmcMP6p.pdf,"富邦金控 results deck, Fubon Life hedging page",2015-09-30
2,net_open_fx_share,fubon_life,2018-01-01,Q,0.048,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/226/CH/Presentation_1Q18_CH_A46njjCc7FkT.pdf,"富邦金控 results deck, Fubon Life hedging page",2018-03-31
2,net_open_fx_share,fubon_life,2018-04-01,Q,0.076,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/233/CH/Presentation_2Q18_CH_pjrnETCENDcp.pdf,"富邦金控 results deck, Fubon Life hedging page",2018-06-30
2,net_open_fx_share,fubon_life,2018-07-01,Q,0.073,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/237/CH/Presentation_3Q18_CH_pfUi3769mEgI.pdf,"富邦金控 results deck, Fubon Life hedging page",2018-09-30
2,net_open_fx_share,fubon_life,2018-10-01,Q,0.123,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/243/CH/Presentation_2018_CH_UI34HHMB75JD.pdf,"富邦金控 results deck, Fubon Life hedging page",2018-12-31
2,net_open_fx_share,fubon_life,2019-01-01,Q,0.147,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/248/CH/Presentation_1Q19_CH_mF5ktiljcJgI.pdf,"富邦金控 results deck, Fubon Life hedging page",2019-03-31
2,net_open_fx_share,fubon_life,2019-04-01,Q,0.165,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/257/CH/Presentation_2Q19_CH_affFFgH6JAQY.pdf,"富邦金控 results deck, Fubon Life hedging page",2019-06-30
2,net_open_fx_share,fubon_life,2019-07-01,Q,0.106,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/263/CH/Presentation_3Q19_CH_jpbbuDUHBjbk.pdf,"富邦金控 results deck, Fubon Life hedging page",2019-09-30
2,net_open_fx_share,fubon_life,2019-10-01,Q,0.112,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/267/CH/Presentation_4Q19_CH_v2_fKtjfA2AanlF.pdf,"富邦金控 results deck, Fubon Life hedging page",2019-12-31
2,net_open_fx_share,fubon_life,2020-01-01,Q,0.134,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/270/CH/Presentation_1Q20_EN_v2_g631C3Ll3IFj.pdf,"富邦金控 results deck, Fubon Life hedging page",2020-03-31
2,net_open_fx_share,fubon_life,2020-04-01,Q,0.137,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/274/CH/Presentation_2Q20_CH_BAnBF77MrAiB.pdf,"富邦金控 results deck, Fubon Life hedging page",2020-06-30
2,net_open_fx_share,fubon_life,2020-10-01,Q,0.145,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/290/CH/20210331133121-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2020-12-31
2,net_open_fx_share,fubon_life,2021-01-01,Q,0.162,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/295/CH/20210520134858-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2021-03-31
2,net_open_fx_share,fubon_life,2021-04-01,Q,0.153,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/309/CH/20210820134119-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2021-06-30
2,net_open_fx_share,fubon_life,2021-07-01,Q,0.121,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/321/CH/20211201175441-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2021-09-30
2,net_open_fx_share,fubon_life,2021-10-01,Q,0.103,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/327/CH/20220311133137-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2021-12-31
2,net_open_fx_share,fubon_life,2022-01-01,Q,0.16,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/349/CH/20220609083940-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2022-03-31
2,net_open_fx_share,fubon_life,2022-04-01,Q,0.161,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/361/CH/20220819133014-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2022-06-30
2,net_open_fx_share,fubon_life,2022-07-01,Q,0.185,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/371/CH/20221125133936-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2022-09-30
2,net_open_fx_share,fubon_life,2022-10-01,Q,0.175,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/389/CH/20230316133024-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2022-12-31
2,net_open_fx_share,fubon_life,2023-01-01,Q,0.19,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/397/CH/20230518133024-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2023-03-31
2,net_open_fx_share,fubon_life,2023-04-01,Q,0.215,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/409/CH/20230824133041-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2023-06-30
2,net_open_fx_share,fubon_life,2023-07-01,Q,0.237,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/422/CH/20231117133004-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2023-09-30
2,net_open_fx_share,fubon_life,2023-10-01,Q,0.122,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/438/CH/20240322133027-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2023-12-31
2,net_open_fx_share,fubon_life,2024-01-01,Q,0.243,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/452/CH/20240523131939-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2024-03-31
2,net_open_fx_share,fubon_life,2024-04-01,Q,0.236,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/471/CH/20240829133446-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2024-06-30
2,net_open_fx_share,fubon_life,2024-07-01,Q,0.194,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/480/CH/20250311094155-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2024-09-30
2,net_open_fx_share,fubon_life,2024-10-01,Q,0.254,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/493/CH/20250317140157-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2024-12-31
2,net_open_fx_share,fubon_life,2025-01-01,Q,0.29,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/505/CH/20250605122509-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-03-31
2,net_open_fx_share,fubon_life,2025-04-01,Q,0.211,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/521/CH/20250825140247-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-06-30
2,net_open_fx_share,fubon_life,2025-07-01,Q,0.382,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/538/EN/20251124140129-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-09-30
2,net_open_fx_share,fubon_life,2025-10-01,Q,0.423,share of FX assets,deck_disclosed,IFRS4,"complement of the economic-hedge wedge: unhedged currency positions, plus the separately-drawn equity/mutual-fund wedge in the 2014-15 editions",https://www.irpro.co/2881/events/553/CH/20260316141621-1.pdf,"富邦金控 results deck, Fubon Life hedging page",2025-12-31
7,hedge_cost_recurring,cathay_life,2013-10-01,Q,26.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2014-03-18
